Timestamp,Namespace,Pod,QueueTime,QueueTimeFormatted,Days,Hours,Minutes,Seconds,CreationTime,StartTime
2025-03-12 19:44:06,ai-oss,vtsang-image-gpu-x8dcr,1.0,0d 0h 0m 1.0s,0,0,0,1.0,2025-02-26T16:23:59Z,2025-02-26T16:24:00Z
2025-03-12 19:44:06,arc-gpu-1-aiswhud,linux-mi300-gpu-2-rzfcz-runner-nlmlg,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-06T19:57:19Z,2025-03-06T19:57:19Z
2025-03-12 19:44:06,arc-gpu-1-rocm-fa,linux-mi300-gpu-1-xxrh9-runner-2rkqw,6.0,0d 0h 0m 6.0s,0,0,0,6.0,2025-03-13T00:57:45Z,2025-03-13T00:57:51Z
2025-03-12 19:44:06,arc-gpu-1-triton,gfx942-rhcvc-runner-g87hz,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-09T15:05:05Z,2025-03-09T15:05:05Z
2025-03-12 19:44:06,arc-gpu-1-triton,gfx942-rhcvc-runner-mkqcs,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-07T09:16:15Z,2025-03-07T09:16:15Z
2025-03-12 19:44:06,arc-runner-test-nfs,linux-mi300-1gpu-ossci-iree-org-4pgc9-runner-h7wz6,1.0,0d 0h 0m 1.0s,0,0,0,1.0,2025-03-13T02:38:18Z,2025-03-13T02:38:19Z
2025-03-12 19:44:06,arc-runner-test-nfs,linux-mi300-1gpu-ossci-xmrlc-runner-6t2q9,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-13T01:34:02Z,2025-03-13T01:34:02Z
2025-03-12 19:44:06,arc-runner-test-nfs,linux-mi300-1gpu-ossci-xmrlc-runner-ctd8t,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-13T02:36:06Z,2025-03-13T02:36:06Z
2025-03-12 19:44:06,arc-runner-test-nfs,linux-mi300-1gpu-ossci-xmrlc-runner-wnkjw,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-13T02:34:22Z,2025-03-13T02:34:22Z
2025-03-12 19:44:06,arc,arc-gha-rs-controller-555599f668-ztxcz,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-02-19T00:48:11Z,2025-02-19T00:48:11Z
2025-03-12 19:44:06,arc,gfx942-694b798f-listener,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-10T05:04:30Z,2025-03-10T05:04:30Z
2025-03-12 19:44:06,arc,linux-mi300-1gpu-ossci-759d444f-listener,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-09T15:04:54Z,2025-03-09T15:04:54Z
2025-03-12 19:44:06,arc,linux-mi300-1gpu-ossci-iree-org-759d444f-listener,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-09T15:04:54Z,2025-03-09T15:04:54Z
2025-03-12 19:44:06,arc,linux-mi300-1gpu-ossci-nod-ai-759d444f-listener,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-10T22:25:34Z,2025-03-10T22:25:34Z
2025-03-12 19:44:06,arc,linux-mi300-1gpu-ossci-rocm-759d444f-listener,0.0,0d 0h 0m 0.0s,0,0,0,0.0,2025-03-09T15:04:54Z,2025-03-09T15:04:54Z
