Date,AvgQueueTime,MaxQueueTime,SampleCount,AvgQueueTime_Fmt,MaxQueueTime_Fmt
2025-03-30,20924.0,20924.0,1,0d 5h 48m 44.0s,0d 5h 48m 44.0s
