Date,AvgQueueTime,MaxQueueTime,SampleCount,AvgQueueTime_Fmt,MaxQueueTime_Fmt
2025-03-30,338233.0,338233.0,1,3d 21h 57m 13.0s,3d 21h 57m 13.0s
