Date,AvgQueueTime,MaxQueueTime,SampleCount,AvgQueueTime_Fmt,MaxQueueTime_Fmt
2025-03-30,0.0625,1.0,16,0d 0h 0m 0.06s,0d 0h 0m 1.0s
