Date,AvgQueueTime,MaxQueueTime,SampleCount,AvgQueueTime_Fmt,MaxQueueTime_Fmt
2025-03-30,0.13333333333333333,1.0,45,0d 0h 0m 0.13s,0d 0h 0m 1.0s
