Date,AvgQueueTime,MaxQueueTime,SampleCount,AvgQueueTime_Fmt,MaxQueueTime_Fmt
2025-03-30,5144.0,10288.0,2,0d 1h 25m 44.0s,0d 2h 51m 28.0s
