Date,AvgQueueTime,MaxQueueTime,SampleCount,AvgQueueTime_Fmt,MaxQueueTime_Fmt
2025-03-30,0.6428571428571429,2.0,28,0d 0h 0m 0.64s,0d 0h 0m 2.0s
